date	close
25-Jul-13	403.17
28-Jul-13	404.3
31-Jul-13	401.82
3-Aug-13	412.14
6-Aug-13	413.45
9-Aug-13	411.63
12-Aug-13	400.5
15-Aug-13	392.96
18-Aug-13	389.3
21-Aug-13	384.62
24-Aug-13	379.94
27-Aug-13	377.48
30-Aug-13	384.14
2-Sep-13	383.93
5-Sep-13	379.74
8-Sep-13	374.05
11-Sep-13	381.03
14-Sep-13	384.83
17-Sep-13	389.99
20-Sep-13	389.97
23-Sep-13	383.58
26-Sep-13	373.72
29-Sep-13	376.18
2-Oct-13	373.6
5-Oct-13	356.44
8-Oct-13	356.03
11-Oct-13	366.05
14-Oct-13	380.44
17-Oct-13	380.48
20-Oct-13	383.41
23-Oct-13	376.99
26-Oct-13	373.7
29-Oct-13	363.69
1-Nov-13	374.01
4-Nov-13	353.21
7-Nov-13	373.62
10-Nov-13	377.37
13-Nov-13	392.57
16-Nov-13	388.91
19-Nov-13	396.75
22-Nov-13	390.48
25-Nov-13	391.82
28-Nov-13	392.59
1-Dec-13	403.41
4-Dec-13	398.5
7-Dec-13	393.3
10-Dec-13	387.29
13-Dec-13	386.9
16-Dec-13	376.85
19-Dec-13	373.8
22-Dec-13	364.92
25-Dec-13	357.77
28-Dec-13	358.02
31-Dec-13	353.75
3-Jan-14	354
6-Jan-14	359.71
9-Jan-14	357.2
12-Jan-14	351.76
15-Jan-14	349.43
18-Jan-14	343.26
21-Jan-14	335.67
24-Jan-14	334.04
27-Jan-14	335.26
30-Jan-14	332.04
2-Feb-14	326.35
5-Feb-14	331.23
8-Feb-14	322.61
11-Feb-14	325.3
14-Feb-14	315.32
17-Feb-14	320.26
20-Feb-14	325.16
23-Feb-14	326.75
26-Feb-14	332.44
1-Mar-14	326.6
4-Mar-14	325.9
7-Mar-14	331.49
10-Mar-14	332.24
13-Mar-14	332.04
16-Mar-14	338.04
19-Mar-14	343.44
22-Mar-14	346.1
25-Mar-14	345.51
28-Mar-14	347.83
31-Mar-14	337.41
3-Apr-14	335
6-Apr-14	336.78
9-Apr-14	332.19
12-Apr-14	334.4
15-Apr-14	335.22
18-Apr-14	340.53
21-Apr-14	339.87
24-Apr-14	336.14
27-Apr-14	333.3
30-Apr-14	340.5
3-May-14	346.57
6-May-14	347.23
9-May-14	349.45
12-May-14	347.6
15-May-14	346.66
18-May-14	346.75
21-May-14	349.57
24-May-14	348.2
27-May-14	346.28
30-May-14	350.13
2-Jun-14	346.75
5-Jun-14	350.15
8-Jun-14	350.42
11-Jun-14	353.01
14-Jun-14	350.7
17-Jun-14	342.41
20-Jun-14	337.86
23-Jun-14	331.85
26-Jun-14	327.46
29-Jun-14	332.42
2-Jul-14	336.13
5-Jul-14	332.4
8-Jul-14	330.8
11-Jul-14	335.06
14-Jul-14	338.08
17-Jul-14	338.04
20-Jul-14	338.89
23-Jul-14	341.19
26-Jul-14	344.56
29-Jul-14	348.51
1-Aug-14	348.63
4-Aug-14	350.96
7-Aug-14	350.44
10-Aug-14	351.54
13-Aug-14	344.97
16-Aug-14	339.19
19-Aug-14	341.2
22-Aug-14	339.3
25-Aug-14	330.67
28-Aug-14	334.64
31-Aug-14	330.01
3-Sep-14	345.43
6-Sep-14	353.56
9-Sep-14	351.99
12-Sep-14	346.67
15-Sep-14	352.47
18-Sep-14	355.76
21-Sep-14	355.36
24-Sep-14	360
27-Sep-14	359.56
30-Sep-14	352.12
3-Oct-14	349.31
6-Oct-14	353.21
9-Oct-14	348.16
12-Oct-14	342.88
15-Oct-14	342.62
18-Oct-14	338.61
21-Oct-14	350.56
24-Oct-14	358.3
27-Oct-14	363.13
30-Oct-14	359.9
2-Nov-14	359.18
5-Nov-14	356.85
8-Nov-14	354.54
11-Nov-14	358.16
14-Nov-14	355.2
17-Nov-14	351.88
20-Nov-14	346.5
23-Nov-14	343.44
26-Nov-14	344.32
29-Nov-14	345.03
2-Dec-14	339.32
5-Dec-14	336.1
8-Dec-14	343.21
11-Dec-14	343.85
14-Dec-14	341.4
17-Dec-14	337.45
20-Dec-14	326.72
23-Dec-14	332.68
26-Dec-14	338.84
29-Dec-14	340.65
1-Jan-15	348.48
4-Jan-15	345.68
7-Jan-15	344.42
10-Jan-15	341.64
13-Jan-15	342.46
16-Jan-15	336.12
19-Jan-15	333.73
22-Jan-15	334
25-Jan-15	331.29
28-Jan-15	329.57
31-Jan-15	322.56
3-Feb-15	323.66
6-Feb-15	325.29
9-Feb-15	325.47
12-Feb-15	324.68
15-Feb-15	323.6
18-Feb-15	325.16
21-Feb-15	324.2
24-Feb-15	322.21
27-Feb-15	320.61
2-Mar-15	321.25
5-Mar-15	320.36
8-Mar-15	320.29
11-Mar-15	321.67
14-Mar-15	320.56
17-Mar-15	319.76
20-Mar-15	321.01
23-Mar-15	318.21
26-Mar-15	320.15
29-Mar-15	317.44
1-Apr-15	318.15
4-Apr-15	316.4
7-Apr-15	311.15
10-Apr-15	316.87
13-Apr-15	315
16-Apr-15	314.8
19-Apr-15	308.73
22-Apr-15	313.36
25-Apr-15	306.73
28-Apr-15	308.43
1-May-15	300.5
4-May-15	301.59
7-May-15	307.04
10-May-15	308.03
13-May-15	316.66
16-May-15	318.03
19-May-15	316.08
22-May-15	318.62
25-May-15	317.13
28-May-15	318.27
31-May-15	312.8
3-Jun-15	309.36
6-Jun-15	304.18
9-Jun-15	300.98
12-Jun-15	305.24
15-Jun-15	307.83
18-Jun-15	308.05
21-Jun-15	308.84
24-Jun-15	307.47
27-Jun-15	309.52
30-Jun-15	310.53
3-Jul-15	309.49
6-Jul-15	318
9-Jul-15	314.74
12-Jul-15	302.31
15-Jul-15	300.14
18-Jul-15	298.54
21-Jul-15	295.36
24-Jul-15	294.07
27-Jul-15	289.22
30-Jul-15	289.19
2-Aug-15	288.94
5-Aug-15	278.64
8-Aug-15	282.52
11-Aug-15	283.75
14-Aug-15	287.37
17-Aug-15	286.86
20-Aug-15	291.16
23-Aug-15	292.32
26-Aug-15	288.92
29-Aug-15	287.75
1-Sep-15	283.77
4-Sep-15	283.23
7-Sep-15	275.37
10-Sep-15	276.57
13-Sep-15	270.22
16-Sep-15	268.06
19-Sep-15	267.04
22-Sep-15	263.41
25-Sep-15	263.07
28-Sep-15	262.92
1-Oct-15	257.81
4-Oct-15	258.77
7-Oct-15	258.77
10-Oct-15	252.17
13-Oct-15	250.33
16-Oct-15	243.1
19-Oct-15	242.5
22-Oct-15	241.62
25-Oct-15	240.28
28-Oct-15	242.89
31-Oct-15	239.93
3-Nov-15	245.8
6-Nov-15	249.64
9-Nov-15	249.88
12-Nov-15	253.07
15-Nov-15	251.97
18-Nov-15	247.64
21-Nov-15	249.1
24-Nov-15	251.79
27-Nov-15	250.19
30-Nov-15	259.41
3-Dec-15	261.75
6-Dec-15	260.09
9-Dec-15	261.7
12-Dec-15	262.98
15-Dec-15	261.93
18-Dec-15	261.85
21-Dec-15	257.25
24-Dec-15	258.11
27-Dec-15	260.96
30-Dec-15	264.08
2-Jan-16	259.28
5-Jan-16	259.94
8-Jan-16	259.02
11-Jan-16	254.24
14-Jan-16	251.89
17-Jan-16	245.58
20-Jan-16	249.9
23-Jan-16	251.45
26-Jan-16	252.73
29-Jan-16	251.8
1-Feb-16	257.28
4-Feb-16	259.62
7-Feb-16	258.09
10-Feb-16	258.66
13-Feb-16	248.63
16-Feb-16	246.94
19-Feb-16	246.94
22-Feb-16	248.48
25-Feb-16	251.53
28-Feb-16	256.17
2-Mar-16	268.3
5-Mar-16	266.7
8-Mar-16	269
11-Mar-16	270.97
14-Mar-16	273.85
17-Mar-16	270.17
20-Mar-16	274.07
23-Mar-16	271.87
26-Mar-16	267.25
29-Mar-16	259.69
1-Apr-16	254.28
4-Apr-16	253.51
7-Apr-16	250.51
10-Apr-16	243.2
13-Apr-16	249.33
16-Apr-16	250.94
19-Apr-16	255.96
22-Apr-16	263.12
25-Apr-16	263.95
28-Apr-16	260.83
1-May-16	256.88
4-May-16	256.88
7-May-16	253.35
10-May-16	244.11
13-May-16	245.22
16-May-16	246.76
19-May-16	242.32
22-May-16	237.76
25-May-16	248.34
28-May-16	252.36
31-May-16	254.22
3-Jun-16	253.82
6-Jun-16	258.36
9-Jun-16	262.09
12-Jun-16	256.52
15-Jun-16	253.99
18-Jun-16	235.86
21-Jun-16	246.25
24-Jun-16	255.98
27-Jun-16	258.68
30-Jun-16	266.35
3-Jul-16	261.09
6-Jul-16	268.64
9-Jul-16	261.6
12-Jul-16	262.04
15-Jul-16	269.5
18-Jul-16	270.83
21-Jul-16	266.47
24-Jul-16	259.22
27-Jul-16	244.59
30-Jul-16	247.07
2-Aug-16	247.4
5-Aug-16	248.92
8-Aug-16	245.69
11-Aug-16	242.43
14-Aug-16	242.29
17-Aug-16	241.79
20-Aug-16	239.95
23-Aug-16	240.6
26-Aug-16	239.54
29-Aug-16	238.49
1-Sep-16	235.97
4-Sep-16	235.97
7-Sep-16	235
10-Sep-16	235.84
13-Sep-16	232.39
16-Sep-16	230.9
19-Sep-16	226.65
22-Sep-16	229.37
25-Sep-16	228.36
28-Sep-16	224.75
1-Oct-16	222.25
4-Oct-16	224.65
7-Oct-16	224.12
10-Oct-16	224.45
13-Oct-16	223.84
16-Oct-16	226.6
19-Oct-16	225.5
22-Oct-16	224.84
25-Oct-16	223.02
28-Oct-16	219.08
31-Oct-16	218.95
3-Nov-16	210.71
6-Nov-16	209.33
9-Nov-16	208.85
12-Nov-16	208.99
15-Nov-16	204.62
18-Nov-16	202
21-Nov-16	200.66
24-Nov-16	197.06
27-Nov-16	200.42
30-Nov-16	201.67
3-Dec-16	202.93
6-Dec-16	202.55
9-Dec-16	203.4
12-Dec-16	200.38
15-Dec-16	200.38
18-Dec-16	198.67
21-Dec-16	195.12
24-Dec-16	196.19
27-Dec-16	194.12
30-Dec-16	195.46
2-Jan-17	192.05
5-Jan-17	199.23
8-Jan-17	195.86
11-Jan-17	194.73
14-Jan-17	192.06
17-Jan-17	199.29
20-Jan-17	207.88
23-Jan-17	205.94
26-Jan-17	203.08
29-Jan-17	197.75
1-Feb-17	208.07
4-Feb-17	211.72
7-Feb-17	215.04
10-Feb-17	205.93
13-Feb-17	205.93
16-Feb-17	209.43
19-Feb-17	210.65
22-Feb-17	207.72
25-Feb-17	210.11
28-Feb-17	211.98
3-Mar-17	210.58
6-Mar-17	210.97
9-Mar-17	214.38
12-Mar-17	214.01
15-Mar-17	210.73
18-Mar-17	210.73
21-Mar-17	211.64
24-Mar-17	209.1
27-Mar-17	211.61
30-Mar-17	209.04
2-Apr-17	209.04
5-Apr-17	202.1
8-Apr-17	200.36
11-Apr-17	198.23
14-Apr-17	195.43
17-Apr-17	191.86
20-Apr-17	195.03
23-Apr-17	194.17
26-Apr-17	196.98
29-Apr-17	194.67
2-May-17	196.43
5-May-17	197.8
8-May-17	189.87
11-May-17	188.95
14-May-17	193.32
17-May-17	196.48
20-May-17	196.23
23-May-17	196.97
26-May-17	199.91
29-May-17	200.59
1-Jun-17	204.19
4-Jun-17	204.19
7-Jun-17	204.44
10-Jun-17	205.88
13-Jun-17	199.92
16-Jun-17	200.51
19-Jun-17	205.96
22-Jun-17	207
25-Jun-17	206.63
28-Jun-17	204.45
1-Jul-17	201.99
4-Jul-17	203.25
7-Jul-17	202.98
10-Jul-17	201.46
13-Jul-17	194.34
16-Jul-17	194.03
19-Jul-17	190.81
22-Jul-17	188.75
25-Jul-17	189.31
28-Jul-17	188.5
31-Jul-17	196.35
3-Aug-17	192.4
6-Aug-17	197.37
9-Aug-17	202.48
12-Aug-17	203.94
15-Aug-17	205.2
18-Aug-17	204.92
21-Aug-17	198.76
24-Aug-17	189.86
27-Aug-17	188.05
30-Aug-17	190.56
2-Sep-17	191.29
5-Sep-17	190.02
8-Sep-17	190.81
11-Sep-17	190.47
14-Sep-17	189.27
17-Sep-17	190.25
20-Sep-17	190.01
23-Sep-17	186.02
26-Sep-17	184.9
29-Sep-17	180.86
2-Oct-17	185.35
5-Oct-17	185.38
8-Oct-17	186.15
11-Oct-17	182.37
14-Oct-17	183.82
17-Oct-17	185.5
20-Oct-17	184.48
23-Oct-17	184.02
26-Oct-17	185.02
29-Oct-17	184.55
1-Nov-17	181.87
4-Nov-17	175.16
7-Nov-17	173.72
10-Nov-17	172.16
13-Nov-17	172.56
16-Nov-17	171.14
19-Nov-17	172.93
22-Nov-17	170.31
25-Nov-17	166.55
28-Nov-17	165.18
1-Dec-17	165.3
4-Dec-17	168.21
7-Dec-17	170.05
10-Dec-17	169.45
13-Dec-17	167.41
16-Dec-17	169.4
19-Dec-17	169.06
22-Dec-17	169.22
25-Dec-17	166.33
28-Dec-17	164.6
31-Dec-17	164
3-Jan-18	159.59
6-Jan-18	166.78
9-Jan-18	168.42
12-Jan-18	165.31
15-Jan-18	164.72
18-Jan-18	165.51
21-Jan-18	163.91
24-Jan-18	165.11
27-Jan-18	165.55
30-Jan-18	166.43
2-Feb-18	163.39
5-Feb-18	162.79
8-Feb-18	160.03
11-Feb-18	160
14-Feb-18	160.1
17-Feb-18	159.99
20-Feb-18	157.82
23-Feb-18	156.74
26-Feb-18	151.51
1-Mar-18	152.91
4-Mar-18	151.75
7-Mar-18	147.52
10-Mar-18	146.88
13-Mar-18	142.27
16-Mar-18	142.34
19-Mar-18	138.52
22-Mar-18	136.36
25-Mar-18	137.22
28-Mar-18	135.4
31-Mar-18	138.61
3-Apr-18	140.02
6-Apr-18	140.02
9-Apr-18	142.83
12-Apr-18	142.43
15-Apr-18	141.97
18-Apr-18	142.44
21-Apr-18	139.86
24-Apr-18	136.22
27-Apr-18	134.01
30-Apr-18	137.37
3-May-18	139.48
6-May-18	135.88
9-May-18	135.58
12-May-18	136.35
15-May-18	136.09
18-May-18	136.97
21-May-18	139.95
24-May-18	140.25
27-May-18	142.72
30-May-18	143.85
2-Jun-18	144.67
5-Jun-18	143.74
8-Jun-18	140.95
11-Jun-18	139.49
14-Jun-18	139.35
17-Jun-18	135.81
20-Jun-18	135.07
23-Jun-18	133.05
26-Jun-18	130.78
29-Jun-18	122.5
2-Jul-18	124.18
5-Jul-18	125.87
8-Jul-18	127.45
11-Jul-18	126.65
14-Jul-18	122.42
17-Jul-18	122.95
20-Jul-18	119.49
23-Jul-18	124.42
26-Jul-18	129.57
29-Jul-18	129.19
1-Aug-18	129.06
4-Aug-18	132.5
7-Aug-18	132.71
10-Aug-18	132.07
13-Aug-18	127.24
16-Aug-18	125.83
19-Aug-18	125.14
22-Aug-18	123.9
25-Aug-18	124.73
28-Aug-18	123.9
31-Aug-18	125.4
3-Sep-18	121.51
6-Sep-18	121.76
9-Sep-18	120.5
12-Sep-18	123.42
15-Sep-18	121.45
18-Sep-18	117.64
21-Sep-18	118.31
24-Sep-18	120.22
27-Sep-18	119.57
30-Sep-18	119.57
3-Oct-18	116.32
6-Oct-18	115
9-Oct-18	118.45
12-Oct-18	115.99
15-Oct-18	112.71
18-Oct-18	108.69
21-Oct-18	105.12
24-Oct-18	104.49
27-Oct-18	106.85
30-Oct-18	109.87
2-Nov-18	106.49
5-Nov-18	106.5
8-Nov-18	107.66
11-Nov-18	101.59
14-Nov-18	101.62
17-Nov-18	101.52
20-Nov-18	99.66
23-Nov-18	95.42
26-Nov-18	95.93
29-Nov-18	96.35
2-Dec-18	92.68
5-Dec-18	88.63
8-Dec-18	83.11
11-Dec-18	85.3
14-Dec-18	88.84
17-Dec-18	91.17
20-Dec-18	88.37
23-Dec-18	87.94
26-Dec-18	89.31
29-Dec-18	89.19
1-Jan-19	91.16
4-Jan-19	90.25
7-Jan-19	86.95
10-Jan-19	91.2
13-Jan-19	90.64
16-Jan-19	94.37
19-Jan-19	94.53
22-Jan-19	99.16
25-Jan-19	99.27
28-Jan-19	96.82
31-Jan-19	97.83
3-Feb-19	102.51
6-Feb-19	99.72
9-Feb-19	96.46
12-Feb-19	93.55
15-Feb-19	92.98
18-Feb-19	91.51
21-Feb-19	90.13
24-Feb-19	93
27-Feb-19	94.2
2-Mar-19	90.73
5-Mar-19	89.64
8-Mar-19	88.36
11-Mar-19	88.36
14-Mar-19	82.83
17-Mar-19	78.2
20-Mar-19	82.33
23-Mar-19	83.38
26-Mar-19	85.33
29-Mar-19	87.71
1-Apr-19	88.66
4-Apr-19	90.58
7-Apr-19	92.7
10-Apr-19	91.01
13-Apr-19	93.02
16-Apr-19	94.58
19-Apr-19	90.75
22-Apr-19	85.35
25-Apr-19	85.35
28-Apr-19	86.29
1-May-19	86.61
4-May-19	85.81
7-May-19	85.04
10-May-19	85.04
13-May-19	86.38
16-May-19	85.74
19-May-19	90
22-May-19	89.43
25-May-19	89.16
28-May-19	95.43
31-May-19	94.75
3-Jun-19	98.27
6-Jun-19	95
9-Jun-19	98.21
12-Jun-19	100.06
15-Jun-19	99.72
18-Jun-19	94
21-Jun-19	91.41
24-Jun-19	95.9
27-Jun-19	92.47
30-Jun-19	88.93
3-Jul-19	92.67
6-Jul-19	95
9-Jul-19	95
12-Jul-19	90.8
15-Jul-19	92.95
18-Jul-19	82.58
21-Jul-19	80.49
24-Jul-19	86.29
27-Jul-19	89.91
30-Jul-19	88.14
2-Aug-19	90.24
5-Aug-19	96.44
8-Aug-19	90.12
11-Aug-19	94.77
14-Aug-19	95.88
17-Aug-19	98.24
20-Aug-19	99.1
23-Aug-19	103.3
26-Aug-19	110.99
29-Aug-19	106.96
1-Sep-19	107.59
4-Sep-19	111.04
7-Sep-19	104.55
10-Sep-19	99.91
13-Sep-19	92.09
16-Sep-19	96.38
19-Sep-19	98.23
22-Sep-19	96.87
25-Sep-19	91.49
28-Sep-19	98.44
1-Oct-19	97.4
4-Oct-19	101.89
7-Oct-19	97.95
10-Oct-19	104.08
13-Oct-19	110.26
16-Oct-19	96.8
19-Oct-19	88.74
22-Oct-19	89.79
25-Oct-19	89.16
28-Oct-19	98.14
31-Oct-19	97.07
3-Nov-19	100.1
6-Nov-19	109.12
9-Nov-19	113.66
12-Nov-19	105.26
15-Nov-19	128.24
18-Nov-19	131.93
21-Nov-19	128.71
24-Nov-19	126.84
27-Nov-19	131.05
30-Nov-19	140.91
3-Dec-19	134.09
6-Dec-19	127.83
9-Dec-19	139.88
12-Dec-19	140.36
15-Dec-19	148.94
18-Dec-19	152.65
21-Dec-19	151.61
24-Dec-19	151.68
27-Dec-19	157.92
30-Dec-19	160.18
2-Jan-20	161.22
5-Jan-20	166.96
8-Jan-20	166.19
11-Jan-20	169.53
14-Jan-20	173.74
17-Jan-20	174.67
20-Jan-20	173.64
23-Jan-20	172.55
26-Jan-20	176.79
29-Jan-20	174.29
1-Feb-20	175.84
4-Feb-20	173.53
7-Feb-20	175.39
10-Feb-20	175.74
13-Feb-20	179.32
16-Feb-20	179.3
19-Feb-20	176.73
22-Feb-20	173.56
25-Feb-20	169.55
28-Feb-20	163.57
2-Mar-20	164.19
5-Mar-20	160.64
8-Mar-20	153.23
11-Mar-20	156.66
14-Mar-20	158.95
17-Mar-20	159.88
20-Mar-20	157.08
23-Mar-20	154.4
26-Mar-20	162.12
29-Mar-20	159.03
1-Apr-20	166.26
4-Apr-20	162.02
7-Apr-20	166.29
10-Apr-20	165.15
13-Apr-20	171.81
16-Apr-20	172.81
19-Apr-20	169.64
22-Apr-20	173.88
25-Apr-20	172.58
28-Apr-20	176.63
1-May-20	174.25
4-May-20	179.55
7-May-20	175.16
10-May-20	170.12
13-May-20	168.18
16-May-20	174.68
19-May-20	167.44
22-May-20	170.09
25-May-20	168.26
28-May-20	177.39
31-May-20	173.25
3-Jun-20	173.16
6-Jun-20	175.27
9-Jun-20	180.9
12-Jun-20	178.75
15-Jun-20	181.43
18-Jun-20	176.84
21-Jun-20	172.37
24-Jun-20	173.26
27-Jun-20	180.81
30-Jun-20	185.64
3-Jul-20	181.61
6-Jul-20	185.64
9-Jul-20	189.43
12-Jul-20	185.19
15-Jul-20	185.37
18-Jul-20	186.1
21-Jul-20	188.75
24-Jul-20	186.69
27-Jul-20	187.01
30-Jul-20	186.43
2-Aug-20	181.17
5-Aug-20	177.05
8-Aug-20	178.19
11-Aug-20	185.9
14-Aug-20	183.6
17-Aug-20	187.62
20-Aug-20	189.73
23-Aug-20	186.26
26-Aug-20	189.96
29-Aug-20	188.16
1-Sep-20	183.45
4-Sep-20	185.06
7-Sep-20	182.59
10-Sep-20	186.66
13-Sep-20	184.73
16-Sep-20	180.94
19-Sep-20	180
22-Sep-20	173.95
25-Sep-20	175.05
28-Sep-20	172.24
1-Oct-20	169.73
4-Oct-20	168.94
7-Oct-20	162.89
10-Oct-20	160.2
13-Oct-20	168.16
16-Oct-20	161.04
19-Oct-20	154.49
22-Oct-20	153.7
25-Oct-20	148.38
28-Oct-20	147.78
31-Oct-20	147.14
3-Nov-20	154.55
6-Nov-20	151.44
9-Nov-20	152.84
12-Nov-20	155.89
15-Nov-20	153.08
18-Nov-20	151.61
21-Nov-20	147.49
24-Nov-20	149.53
27-Nov-20	143.5
30-Nov-20	143.01
3-Dec-20	140.25
6-Dec-20	145.06
9-Dec-20	140.98
12-Dec-20	139.53
15-Dec-20	133.27
18-Dec-20	129.67
21-Dec-20	132.82
24-Dec-20	126.73
27-Dec-20	126.61
30-Dec-20	127.94
2-Jan-21	126.03
5-Jan-21	127.35
8-Jan-21	119.69
11-Jan-21	122.25
14-Jan-21	120.93
17-Jan-21	124.49
20-Jan-21	124.62
23-Jan-21	121.73
26-Jan-21	125.02
29-Jan-21	129.91
1-Feb-21	122.96
4-Feb-21	119.15
7-Feb-21	119.74
10-Feb-21	119.46
13-Feb-21	121.54
16-Feb-21	123.82
19-Feb-21	122.18
22-Feb-21	124.63
25-Feb-21	127.46
28-Feb-21	129.4
3-Mar-21	124.86
6-Mar-21	129.45
9-Mar-21	125.48
12-Mar-21	121.24
15-Mar-21	122
18-Mar-21	129.36
21-Mar-21	131.65
24-Mar-21	133.75
27-Mar-21	135.36
30-Mar-21	132.18
2-Apr-21	131.54
5-Apr-21	130.01
8-Apr-21	130.01
11-Apr-21	135.6
14-Apr-21	139.07
17-Apr-21	155.64
20-Apr-21	161.36
23-Apr-21	160.89
26-Apr-21	159.64
29-Apr-21	169.04
2-May-21	178.78
5-May-21	172.69
8-May-21	178.02
11-May-21	179.4
14-May-21	171.25
17-May-21	177.64
20-May-21	180.05
23-May-21	194.93
26-May-21	194.84
29-May-21	198.08
1-Jun-21	199.83
4-Jun-21	198.57
7-Jun-21	198.95
10-Jun-21	198.8
13-Jun-21	193.91
16-Jun-21	187.21
19-Jun-21	183.12
22-Jun-21	182.98
25-Jun-21	184.4
28-Jun-21	190.39
1-Jul-21	191.83
4-Jul-21	190.86
7-Jul-21	188.54
10-Jul-21	194.21
13-Jul-21	194.3
16-Jul-21	189.95
19-Jul-21	185.5
22-Jul-21	179.81
25-Jul-21	178.86
28-Jul-21	182.22
31-Jul-21	184.29
3-Aug-21	180.22
6-Aug-21	174.81
9-Aug-21	172.54
12-Aug-21	171.54
15-Aug-21	168.46
18-Aug-21	168.85
21-Aug-21	163.95
24-Aug-21	166.39
27-Aug-21	164.3
30-Aug-21	166.11
2-Sep-21	169.96
5-Sep-21	153.76
8-Sep-21	165.37
11-Sep-21	175.47
14-Sep-21	186.3
17-Sep-21	191.79
20-Sep-21	186.18
23-Sep-21	187.87
26-Sep-21	187.44
29-Sep-21	189.95
2-Oct-21	187
5-Oct-21	185.09
8-Oct-21	184.7
11-Oct-21	182.78
14-Oct-21	185.93
17-Oct-21	186.16
20-Oct-21	174.36
23-Oct-21	170.42
26-Oct-21	173.5
29-Oct-21	172.75
1-Nov-21	169.58
4-Nov-21	166.98
7-Nov-21	167.25
10-Nov-21	162.23
13-Nov-21	166.79
16-Nov-21	167.86
19-Nov-21	167.91
22-Nov-21	161.45
25-Nov-21	156.24
28-Nov-21	157.92
1-Dec-21	158.45
4-Dec-21	156.34
7-Dec-21	153.47
10-Dec-21	154.5
13-Dec-21	152.77
16-Dec-21	153.18
19-Dec-21	148.28
22-Dec-21	144.15
25-Dec-21	140.31
28-Dec-21	140.77
31-Dec-21	140.92
3-Jan-22	138.41
6-Jan-22	138.81
9-Jan-22	137.2
12-Jan-22	136.85
15-Jan-22	135.49
18-Jan-22	136.71
21-Jan-22	131.77
24-Jan-22	135.01
27-Jan-22	136.76
30-Jan-22	144.16
2-Feb-22	138.48
5-Feb-22	136.25
8-Feb-22	134.08
11-Feb-22	126.82
14-Feb-22	132.25
17-Feb-22	135.3
20-Feb-22	131.07
23-Feb-22	132.51
26-Feb-22	127.57
1-Mar-22	122.22
4-Mar-22	122.06
7-Mar-22	117.05
